name,artist,track_URI,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,playlist
Look At You,Seth Ennis,spotify:track:7AK5vh1cRnO3YxAjOjL4Yy,0.042,0.687,0.625,0.0,0.151,-6.942,0.0284,104.027,0.866,The Longest Playlist on Spotify® (Official)
Where I Come From,Montgomery Gentry,spotify:track:10ps1I1sIMRNZW11eceN7W,0.0108,0.62,0.852,4.94e-06,0.279,-4.203,0.0308,90.038,0.479,The Longest Playlist on Spotify® (Official)
Big Green Tractor,Jason Aldean,spotify:track:4KAzYqfcijCSZa2P3etHoM,0.646,0.623,0.59,0.0,0.295,-5.014,0.028,137.071,0.579,The Longest Playlist on Spotify® (Official)
Life Is A Highway - 2008 Remaster,Rascal Flatts,spotify:track:1Mxl69ygEVGdc155dYiHmr,0.00215,0.583,0.955,0.0,0.142,-3.849,0.0642,103.06,0.661,The Longest Playlist on Spotify® (Official)
Outta Style,Aaron Watson,spotify:track:0kMV2fsqzJmhGnqQgvt7MK,0.0876,0.619,0.876,8.98e-06,0.0865,-4.783,0.042,124.985,0.89,The Longest Playlist on Spotify® (Official)
Die A Happy Man,Thomas Rhett,spotify:track:6uTb5oNK9RkTjxmh73W7MG,0.418,0.595,0.389,1.39e-06,0.116,-9.245,0.0349,166.052,0.4,The Longest Playlist on Spotify® (Official)
Make You Miss Me,Sam Hunt,spotify:track:5BbYPT6ehZf0hSv2su6JAl,0.138,0.606,0.476,0.0,0.112,-6.577,0.032,146.052,0.197,The Longest Playlist on Spotify® (Official)
Cruise,Florida Georgia Line,spotify:track:7amkWxIK2pZFHd9Ao0UG0o,0.0208,0.474,0.945,0.0,0.0816,-3.368,0.0351,147.975,0.894,The Longest Playlist on Spotify® (Official)
Here's To The Good Times,Florida Georgia Line,spotify:track:2s5T6XbqwrwLpVFjQEsBit,0.0212,0.525,0.933,0.0,0.0712,-3.652,0.038,142.073,0.653,The Longest Playlist on Spotify® (Official)
Beat of the Music,Brett Eldredge,spotify:track:3un2KQUaQ2brEpd8dK93wI,0.00898,0.629,0.808,9.06e-06,0.0751,-4.125,0.0269,110.001,0.773,The Longest Playlist on Spotify® (Official)
Night Train,Jason Aldean,spotify:track:3qn7FzYkDLJBbOnRwSsDWV,0.0575,0.493,0.708,0.0,0.175,-5.196,0.0291,158.037,0.547,The Longest Playlist on Spotify® (Official)
Where I Come From,Alan Jackson,spotify:track:0CbYifhB6vcAtnDzUyQh4T,0.25,0.731,0.63,0.0,0.193,-8.113,0.0332,124.709,0.769,The Longest Playlist on Spotify® (Official)
Get Me Some Of That,Thomas Rhett,spotify:track:4O1CExxinEpKZi3861NlTK,0.0733,0.549,0.866,0.0,0.25,-5.306,0.0476,87.964,0.767,The Longest Playlist on Spotify® (Official)
Redneck Crazy,Tyler Farr,spotify:track:4lcXNTm9JrQpJYXqsENmFI,0.153,0.487,0.667,0.0,0.161,-4.216,0.0309,145.854,0.463,The Longest Playlist on Spotify® (Official)
God Love Her,Toby Keith,spotify:track:6ylIRHZgrcwOrfCMe010T3,0.114,0.548,0.91,2.9e-05,0.0673,-4.0,0.0539,125.023,0.462,The Longest Playlist on Spotify® (Official)
Your Man,Josh Turner,spotify:track:1WzAeadSKJhqykZFbJNmQv,0.337,0.744,0.637,0.000222,0.0696,-4.483,0.0241,100.511,0.785,The Longest Playlist on Spotify® (Official)
Boy,Lee Brice,spotify:track:7A8OfzqXBHYGk61FZTHoeo,0.644,0.498,0.408,0.0,0.0993,-7.946,0.0331,78.942,0.383,The Longest Playlist on Spotify® (Official)
Buy Me a Boat,Chris Janson,spotify:track:2WKLUgklz0VDX5bKTZ3eYD,0.319,0.574,0.745,0.0,0.11,-6.663,0.0507,154.042,0.693,The Longest Playlist on Spotify® (Official)
Lights Come On,Jason Aldean,spotify:track:5aPGxR67OwJmu1eEsErW5e,0.0489,0.567,0.839,0.0,0.103,-4.048,0.0698,160.062,0.903,The Longest Playlist on Spotify® (Official)
The Devil Went Down to Georgia,The Charlie Daniels Band,spotify:track:383Xl5QTigwj3QiA3Qc6S7,0.155,0.523,0.626,0.0,0.0869,-9.425,0.0523,134.127,0.917,The Longest Playlist on Spotify® (Official)
Thank God I'm a Country Boy,John Denver,spotify:track:1GppOc3LMBYanYagzCQCci,0.859,0.756,0.521,0.00174,0.0401,-10.855,0.0448,106.893,0.964,The Longest Playlist on Spotify® (Official)
Rocky Mountain High,John Denver,spotify:track:5tlyFGagMcqqpbqo2jYKU5,0.314,0.455,0.437,0.0,0.501,-11.411,0.0278,81.396,0.724,The Longest Playlist on Spotify® (Official)
Sippin’ On Fire,Florida Georgia Line,spotify:track:5FyzUlH2Y47ZnVaCB06kQL,0.008,0.482,0.922,1.07e-05,0.333,-3.192,0.0322,142.959,0.716,The Longest Playlist on Spotify® (Official)
Watching You,Rodney Atkins,spotify:track:5OusUgzHz6Ulb3GZT7WUo5,0.105,0.625,0.848,0.0,0.23,-4.008,0.0314,137.993,0.716,The Longest Playlist on Spotify® (Official)
If You're Gonna Play in Texas (You Gotta Have a Fiddle in the Band),Alabama,spotify:track:225W9qCk2o51QyFZiEVDW9,0.115,0.522,0.651,0.0,0.0585,-9.817,0.0465,111.01,0.818,The Longest Playlist on Spotify® (Official)
Rocky Top,The Osborne Brothers,spotify:track:5QSiHPOYNCmpbwwMQyOGA6,0.0763,0.549,0.673,0.000231,0.331,-5.373,0.0296,156.814,0.923,The Longest Playlist on Spotify® (Official)
Fishin' in the Dark,Nitty Gritty Dirt Band,spotify:track:19Pwe795pS5bS2Jr57gHK3,0.198,0.771,0.283,0.0,0.0888,-16.326,0.0444,77.756,0.906,The Longest Playlist on Spotify® (Official)
Beer For My Horses,Toby Keith,spotify:track:7E2DqvnVtbIrFrL5X6YH9Q,0.368,0.717,0.85,0.0,0.0495,-5.329,0.0473,119.005,0.805,The Longest Playlist on Spotify® (Official)
I Don't Want This Night To End,Luke Bryan,spotify:track:0cV4xwUA4ue2deqq4CZFko,0.0275,0.616,0.728,0.0,0.228,-4.02,0.0278,111.934,0.375,The Longest Playlist on Spotify® (Official)
Take Back Home Girl (Feat. Tori Kelly),Chris Lane,spotify:track:2gVBXeTjwL0ZEh9gjsQjk0,0.368,0.494,0.78,0.0,0.0921,-3.825,0.064,159.708,0.664,The Longest Playlist on Spotify® (Official)
Sunday Morning,Parmalee,spotify:track:0BzIw053LdsgAu8Sb1baIn,0.00733,0.584,0.716,0.0,0.0879,-4.737,0.0342,90.005,0.525,The Longest Playlist on Spotify® (Official)
Little Bitty,Alan Jackson,spotify:track:2CBRlZtrYrhd8XXFFDSxAl,0.15,0.563,0.796,0.0,0.355,-7.604,0.0409,162.88,0.741,The Longest Playlist on Spotify® (Official)
Chicks Dig It - Single Edit,Chris Cagle,spotify:track:0nprj2O0teCglthuhzTG5o,0.0221,0.596,0.921,0.0,0.303,-4.987,0.0504,104.024,0.703,The Longest Playlist on Spotify® (Official)
What Kinda Gone,Chris Cagle,spotify:track:7uPReljrrTaqzDCcx4JHmi,0.257,0.494,0.861,0.0,0.103,-5.236,0.0365,172.052,0.668,The Longest Playlist on Spotify® (Official)
19 Something,Mark Wills,spotify:track:2wK6bsyUvQX8CUytzY3wYE,0.0137,0.6,0.725,0.0,0.0766,-8.051,0.0442,90.0,0.741,The Longest Playlist on Spotify® (Official)
Too Much Fun,Daryle Singletary,spotify:track:38CnG9HxpVtqXVqpESBr6H,0.124,0.681,0.888,1.46e-06,0.573,-4.635,0.0656,151.785,0.797,The Longest Playlist on Spotify® (Official)
A Woman Like You,Lee Brice,spotify:track:3oyMHCAAcnWFdcGuVgwfhd,0.245,0.592,0.584,0.0,0.0862,-7.422,0.0305,160.048,0.371,The Longest Playlist on Spotify® (Official)
Whose Bed Have Your Boots Been Under?,Shania Twain,spotify:track:2ugGNNwNaJdiusX3aLOMUy,0.0984,0.72,0.732,0.0,0.15,-5.186,0.0411,132.06,0.848,The Longest Playlist on Spotify® (Official)
Go Cubs Go,Steve Goodman,spotify:track:0VFX0UnItNIt2AfEqQByVV,0.252,0.695,0.601,0.0,0.502,-9.902,0.0375,99.75,0.903,The Longest Playlist on Spotify® (Official)
Crushin' It,Brad Paisley,spotify:track:3yMVUGqVK5iTTkA8kGChH2,0.0385,0.595,0.823,1.35e-06,0.0984,-5.864,0.0483,108.99,0.745,The Longest Playlist on Spotify® (Official)
Bro Code,Brantley Gilbert,spotify:track:0NKBHAJLQBCekWM6pf7wjv,0.0116,0.535,0.924,1.7e-05,0.117,-5.092,0.0931,159.98,0.793,The Longest Playlist on Spotify® (Official)
Something Like That,Tim McGraw,spotify:track:1zG6cEmeo4rv7Old8XD7vC,0.378,0.507,0.85,0.0,0.0567,-5.679,0.0472,171.8,0.847,The Longest Playlist on Spotify® (Official)
Summer Jam (feat. Florida Georgia Line) (feat. Florida Georgia Line),Jake Owen,spotify:track:1uaORxvjlpGSLouYxVd1RF,0.0255,0.509,0.963,0.0,0.127,-4.358,0.0398,159.984,0.932,The Longest Playlist on Spotify® (Official)
Country Must Be Country Wide,Brantley Gilbert,spotify:track:454JIJlQ8GvrCoBvSfq3KA,0.0249,0.409,0.765,6.16e-06,0.104,-5.696,0.0412,83.093,0.5,The Longest Playlist on Spotify® (Official)
Sippin’ On Fire,Florida Georgia Line,spotify:track:0H9Q7Vzu8nYRDBZYKbtU8d,0.00485,0.476,0.92,1.15e-05,0.355,-3.223,0.0329,142.952,0.694,The Longest Playlist on Spotify® (Official)
Looking for America,Mark Wills,spotify:track:32WGqV7YUfh2RmkeLWf2X7,0.461,0.435,0.821,1.5e-06,0.342,-3.55,0.0539,147.645,0.377,The Longest Playlist on Spotify® (Official)
Castle On The Hill - Recorded at Sound Stage Nashville,Thomas Rhett,spotify:track:71R7NckyIlOd8fJzoZIJfR,0.117,0.671,0.544,3.12e-05,0.149,-8.621,0.0306,132.953,0.568,The Longest Playlist on Spotify® (Official)
Red Solo Cup,Toby Keith,spotify:track:47nm8czanMUzIqHsnr5x61,0.279,0.549,0.563,0.0,0.215,-6.655,0.0669,163.991,0.81,The Longest Playlist on Spotify® (Official)
Say It Ain't So,Weezer,spotify:track:4YPhn26bIFm2KUkL1VLzQG,0.00328,0.635,0.435,6.78e-06,0.071,-7.521,0.031,76.098,0.459,The Longest Playlist on Spotify® (Official)
Wild Thing,The Troggs,spotify:track:0D9J4MkQVyn1690CBqLx4u,0.741,0.458,0.853,0.0215,0.0851,-8.575,0.139,202.509,0.671,The Longest Playlist on Spotify® (Official)
Rocky Top,The Osborne Brothers,spotify:track:6se4sK4ZbkNgOJUkmszbxX,0.14,0.551,0.557,0.000129,0.333,-8.514,0.0298,156.805,0.93,The Longest Playlist on Spotify® (Official)
Hallelujah,Rufus Wainwright,spotify:track:2u6fRGcaBhpI4uNBHpGv0b,0.88,0.367,0.156,0.0,0.0972,-10.052,0.0314,73.138,0.44,The Longest Playlist on Spotify® (Official)
Seven Nation Army,The White Stripes,spotify:track:7i6r9KotUPQg3ozKKgEPIN,0.00817,0.726,0.463,0.447,0.255,-7.828,0.0799,123.881,0.321,The Longest Playlist on Spotify® (Official)
Hey Jude - Remastered 2015,The Beatles,spotify:track:0aym2LBJBk9DAYuHHutrIl,0.0112,0.386,0.607,1.38e-05,0.088,-7.7,0.0261,147.207,0.532,The Longest Playlist on Spotify® (Official)
California - Tchad Blake Mix,Phantom Planet,spotify:track:497Fkp3gRiGrRMoqBTDudr,0.0387,0.4,0.805,5.4e-05,0.109,-7.305,0.0407,158.459,0.324,The Longest Playlist on Spotify® (Official)
Ironic,Alanis Morissette,spotify:track:4oGTdOClZUxcM2H3UmXlwL,0.246,0.495,0.595,0.0,0.236,-7.57,0.0443,85.341,0.392,The Longest Playlist on Spotify® (Official)
Wake Up,Arcade Fire,spotify:track:6Hmj7SrLRbreLVfVS7mV1S,0.12,0.252,0.8,0.0538,0.118,-4.845,0.0368,139.361,0.29,The Longest Playlist on Spotify® (Official)
Cotton Eye Joe,Rednex,spotify:track:0Jg602cHeMCnPez9baacIe,0.0124,0.738,0.937,0.00206,0.0338,-7.788,0.0668,131.994,0.614,The Longest Playlist on Spotify® (Official)
Rockin' Robin,Bobby Day,spotify:track:4FlYcJnfkeBpowEHJ72Bmt,0.298,0.541,0.608,0.0,0.234,-13.083,0.106,171.992,0.938,The Longest Playlist on Spotify® (Official)
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,spotify:track:2Cd9iWfcOpGDHLz6tVA3G4,0.00627,0.766,0.873,0.0,0.0764,-6.381,0.143,126.988,0.743,The Longest Playlist on Spotify® (Official)
Drop The Game,Flume,spotify:track:150zGw0P2EJccYJKnFIler,0.592,0.559,0.67,0.000184,0.171,-4.985,0.0474,78.957,0.438,The Longest Playlist on Spotify® (Official)
It Comes Back To You,Imagine Dragons,spotify:track:0rKlNsNmGGKGXo6tDgkHEn,0.0789,0.634,0.749,0.0166,0.0698,-7.895,0.029,100.002,0.49,The Longest Playlist on Spotify® (Official)
My Type,Saint Motel,spotify:track:2Iq6HhIquO7JKr0KfTNLzU,0.0641,0.595,0.896,5.82e-05,0.0748,-2.951,0.047,118.001,0.567,The Longest Playlist on Spotify® (Official)
All The Time,Bahamas,spotify:track:40WXqoyOLAAugGmJWZU1FY,0.63,0.711,0.468,0.00427,0.087,-4.797,0.0515,127.458,0.533,The Longest Playlist on Spotify® (Official)
River,Bishop Briggs,spotify:track:0TGTE9TEh9qzuFwmtRNICn,0.274,0.726,0.484,2.44e-06,0.0874,-6.707,0.0477,62.493,0.561,The Longest Playlist on Spotify® (Official)
Zombies (Big Wild Remix),Bro Safari,spotify:track:7o1vBD9fY7zhdcwUvUvl2w,0.0288,0.611,0.895,0.0153,0.27,-3.315,0.0826,150.008,0.51,The Longest Playlist on Spotify® (Official)
I Just Wanna,Big Wild,spotify:track:4tPrsy2AujIOUxYd6ITOIz,0.0021,0.608,0.852,0.505,0.369,-6.885,0.0419,148.004,0.64,The Longest Playlist on Spotify® (Official)
The Scientist,Flux Pavilion,spotify:track:29RuDIip0ewe8hfnCItSC2,0.0058,0.631,0.797,0.00184,0.104,-5.383,0.0366,144.975,0.404,The Longest Playlist on Spotify® (Official)
Runaway (U & I),Galantis,spotify:track:46lFttIf5hnUZMGvjK0Wxo,0.00711,0.506,0.805,0.00193,0.0856,-4.119,0.0469,126.008,0.383,The Longest Playlist on Spotify® (Official)
Thief,Ookay,spotify:track:5Ce9z7GqSknXccyppRxNLY,0.00476,0.57,0.797,0.00833,0.11,-2.954,0.0608,149.925,0.212,The Longest Playlist on Spotify® (Official)
Mind Over Matter,Young the Giant,spotify:track:5Az8KU81g2aLBbJN67F2CI,0.000501,0.466,0.763,0.0,0.0973,-4.448,0.0318,154.914,0.293,The Longest Playlist on Spotify® (Official)
Animals,Coast Modern,spotify:track:7LhLS1B6KSwg3ODV2gUAlO,0.00208,0.597,0.924,7.84e-05,0.15,-4.076,0.0432,121.034,0.881,The Longest Playlist on Spotify® (Official)
Weak,AJR,spotify:track:45iMRHmfLZu3yjdZ8P5e3t,0.127,0.672,0.642,0.0,0.137,-4.552,0.0461,123.984,0.656,The Longest Playlist on Spotify® (Official)
Thunder,Imagine Dragons,spotify:track:56lBX2WHqfGuoeZxZvUnVj,0.00502,0.601,0.834,0.15,0.121,-3.78,0.0455,167.879,0.249,The Longest Playlist on Spotify® (Official)
Believer,Imagine Dragons,spotify:track:05KfyCEE6otdlT1pp2VIjP,0.0417,0.772,0.775,0.0,0.226,-4.388,0.112,124.978,0.748,The Longest Playlist on Spotify® (Official)
Pure Grinding,Avicii,spotify:track:3uEu7hcvgrSOrgnMxzqugh,0.0852,0.712,0.743,4.16e-06,0.106,-3.462,0.0627,104.008,0.361,The Longest Playlist on Spotify® (Official)
Eagles,Canon,spotify:track:2626zH1Lfa6iLaEw50EsQx,0.0512,0.676,0.659,0.0,0.28,-7.298,0.204,140.139,0.218,The Longest Playlist on Spotify® (Official)
All Night,The Vamps,spotify:track:31t0ATifZW5CW3XP2QUsUW,0.00262,0.564,0.768,0.0,0.324,-6.431,0.0342,144.971,0.362,The Longest Playlist on Spotify® (Official)
God Speed,GAWVI,spotify:track:6yhzjotdCJl9QTfC9unFAr,0.00349,0.78,0.714,4.4e-05,0.151,-7.116,0.22,150.044,0.53,The Longest Playlist on Spotify® (Official)
Walk with Me (feat. Novel),Lecrae,spotify:track:1ZVAuMe5cYtRWpoLE6qnLW,0.117,0.634,0.861,0.0,0.294,-5.206,0.261,80.011,0.562,The Longest Playlist on Spotify® (Official)
I'm Turnt,Lecrae,spotify:track:6JSMJEk47RAi8cxU0OlfFt,0.0386,0.862,0.726,0.0,0.161,-4.476,0.0783,98.515,0.219,The Longest Playlist on Spotify® (Official)
No Regrets (feat. Suzy Rock),Lecrae,spotify:track:3AT8futZLFNDltA6jZAPk4,0.0525,0.436,0.713,0.0,0.087,-4.284,0.0998,146.065,0.411,The Longest Playlist on Spotify® (Official)
All I Need Is You,Lecrae,spotify:track:7tmn5vxGo2lYaDwZm9jwtk,0.0448,0.696,0.558,0.0,0.241,-7.498,0.115,78.532,0.588,The Longest Playlist on Spotify® (Official)
Wish,Lecrae,spotify:track:4Vyt1hSjEqJtAZ9lTg6bH6,0.173,0.693,0.751,0.0,0.262,-5.657,0.205,137.046,0.194,The Longest Playlist on Spotify® (Official)
Say I Won't,Lecrae,spotify:track:1B3wni0sggmsNEj9ElSNBv,0.0125,0.813,0.683,0.0,0.068,-8.518,0.24,127.993,0.742,The Longest Playlist on Spotify® (Official)
The Show Goes On,Lupe Fiasco,spotify:track:4NTWZqvfQTlOMitlVn6tew,0.0189,0.591,0.889,0.0,0.155,-3.839,0.115,143.067,0.65,The Longest Playlist on Spotify® (Official)
Uppers,Stooki Sound,spotify:track:2BRQG9r6i050RQPx3RgCZ3,0.00842,0.787,0.782,0.911,0.117,-8.936,0.44,129.979,0.503,The Longest Playlist on Spotify® (Official)
Sail,AWOLNATION,spotify:track:5xhQChGGhKLWqBqX4XhtYE,0.452,0.825,0.435,0.609,0.0953,-9.582,0.0568,119.038,0.243,The Longest Playlist on Spotify® (Official)
Too Cold,Trip Lee,spotify:track:1RmTAoVVobOM7DYD0818UA,0.231,0.838,0.568,0.0,0.0839,-8.918,0.288,126.997,0.393,The Longest Playlist on Spotify® (Official)
Something to Believe In,Young the Giant,spotify:track:6L3VWDPDTQkQFkqvmpAUMU,0.0245,0.623,0.886,0.0,0.247,-3.044,0.0404,92.021,0.709,The Longest Playlist on Spotify® (Official)
I Am,AWOLNATION,spotify:track:31CgjKFR1pzFO5Im365rXB,0.171,0.573,0.746,0.000187,0.276,-4.921,0.0286,130.004,0.271,The Longest Playlist on Spotify® (Official)
Five Hours,Deorro,spotify:track:6r7FXNO57mlZCBY6PXcZZT,0.0197,0.88,0.821,0.661,0.234,-2.545,0.118,127.907,0.575,The Longest Playlist on Spotify® (Official)
Warriors,Imagine Dragons,spotify:track:1lgN0A2Vki2FTON5PYq42m,0.0964,0.365,0.851,0.003,0.238,-6.238,0.065,78.068,0.309,The Longest Playlist on Spotify® (Official)
All Night (feat. Knox Fortune),Chance the Rapper,spotify:track:60xaS8mYBKUW4VQQ666N0T,0.0358,0.704,0.777,0.0,0.151,-5.729,0.195,111.921,0.392,The Longest Playlist on Spotify® (Official)
All These Things That I've Done,The Killers,spotify:track:07ygRsnqBqNFfdpmH3BeOV,0.00219,0.548,0.751,1.9e-05,0.142,-5.077,0.0418,118.267,0.219,The Longest Playlist on Spotify® (Official)
Purple Lamborghini (with Rick Ross),Skrillex,spotify:track:6JyuJFedEvPmdWQW0PkbGJ,0.0019,0.457,0.899,0.0,0.831,-2.591,0.132,147.268,0.298,The Longest Playlist on Spotify® (Official)
You Can't Stop Me,Andy Mineo,spotify:track:6q8Pt6fy2yFVoOxyRdo1Ck,0.0407,0.778,0.8,0.0,0.237,-5.082,0.17,146.011,0.478,The Longest Playlist on Spotify® (Official)
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,spotify:track:0v9Wz8o0BT8DU38R4ddjeH,0.156,0.652,0.795,0.0,0.123,-5.192,0.174,135.018,0.788,The Longest Playlist on Spotify® (Official)
March Madness,Future,spotify:track:26oF6WjkOjDIRK9YsdZp2l,0.255,0.603,0.562,0.0,0.1,-7.221,0.348,180.362,0.4,The Longest Playlist on Spotify® (Official)
Yoga,"Kundalini: Yoga, Meditation, Relaxation",spotify:track:3MyxqCk0yRuU6deIK7hvoi,0.96,0.15,0.00582,0.944,0.0915,-37.626,0.04,66.495,0.044,The Longest Playlist on Spotify® (Official)
Alive - Remix,Hillsong Young & Free,spotify:track:2NoLWx6dQciZuaNGxbEEi8,0.0116,0.53,0.836,0.000142,0.122,-5.75,0.0709,154.948,0.473,The Longest Playlist on Spotify® (Official)
Don't Let This Feeling Fade (feat. Rivers Cuomo & Lecrae),Lindsey Stirling,spotify:track:2e5jEkTwX8rxT90PAKgQei,0.00723,0.633,0.872,0.0,0.0524,-4.112,0.0717,116.936,0.536,The Longest Playlist on Spotify® (Official)
Ultimate Spa Relaxtion,"Kundalini: Yoga, Meditation, Relaxation",spotify:track:5BEiN56kIj4zwQlk4KIwge,0.899,0.176,0.333,0.785,0.157,-9.665,0.0343,80.761,0.0373,The Longest Playlist on Spotify® (Official)
I Lived - Arty Remix,OneRepublic,spotify:track:4jEB3KAsjmNSQGQmQk4Ii8,0.236,0.413,0.816,0.0,0.0792,-4.085,0.0483,128.098,0.0997,The Longest Playlist on Spotify® (Official)
Grindin',NF,spotify:track:5aMQxORIw0LyQaKudg12KY,0.192,0.482,0.745,0.0,0.0908,-6.796,0.303,109.882,0.296,The Longest Playlist on Spotify® (Official)
Verge,Owl City,spotify:track:3bWLBVZz9Vur3OLy05SpfF,0.000181,0.546,0.744,1.17e-06,0.114,-6.892,0.0333,127.977,0.206,The Longest Playlist on Spotify® (Official)
Stay For It,RL Grime,spotify:track:69Lq3BWssbLhf4QDRtFY51,0.0134,0.355,0.852,1.98e-05,0.0774,-3.966,0.0632,143.925,0.173,The Longest Playlist on Spotify® (Official)
Indian Summer,Jai Wolf,spotify:track:42nkVBjWYVhiijbof5zySm,0.0246,0.507,0.824,0.0451,0.0848,-2.501,0.0526,84.992,0.0394,The Longest Playlist on Spotify® (Official)
Hell & Back,Kid Ink,spotify:track:0FsPxILNGMIKCb9OACFNt6,0.339,0.597,0.545,0.0,0.107,-6.956,0.102,134.043,0.344,The Longest Playlist on Spotify® (Official)
My Body,Young the Giant,spotify:track:1KDYN3odJHnj9pqGHN3FVs,0.0011,0.488,0.909,1.02e-05,0.456,-6.591,0.0929,129.774,0.643,The Longest Playlist on Spotify® (Official)
King Is Born,Aloe Blacc,spotify:track:42oDlc0uKug0m43EKnqqJV,0.0423,0.618,0.726,0.0,0.128,-3.758,0.0344,100.938,0.431,The Longest Playlist on Spotify® (Official)
The Buzz,Hermitude,spotify:track:0JtcrEeY9i5ASLhT2uKbUF,0.334,0.726,0.583,0.00135,0.122,-6.434,0.23,140.943,0.491,The Longest Playlist on Spotify® (Official)
ILYSB,LANY,spotify:track:3BwR5psKNxcyqWoc80eOuq,0.603,0.623,0.627,0.00908,0.316,-6.73,0.0518,100.04,0.459,The Longest Playlist on Spotify® (Official)
Ultralight Beam,Kanye West,spotify:track:1eQBEelI2NCy7AUTerX0KS,0.62,0.592,0.403,0.0,0.54,-8.768,0.414,105.169,0.391,The Longest Playlist on Spotify® (Official)
Spirits,The Strumbellas,spotify:track:5U1eDhGNl6uUQThJ4nBm7z,0.169,0.54,0.729,0.0,0.112,-3.709,0.0276,80.454,0.779,The Longest Playlist on Spotify® (Official)
Walking On A Dream,Empire of the Sun,spotify:track:0mBkoM8r7KAQzZij5swTUL,0.245,0.87,0.699,6.76e-06,0.0588,-5.541,0.0459,126.967,0.726,The Longest Playlist on Spotify® (Official)
waves - Tame Impala Remix,Miguel,spotify:track:3lB0GMiI5KxDbTOG8V3bOx,0.308,0.529,0.894,5.38e-06,0.254,-3.599,0.0412,108.024,0.543,The Longest Playlist on Spotify® (Official)
Lose Yourself - Soundtrack Version,Eminem,spotify:track:6tucjwyDwFzQzVhIfz991S,0.00984,0.69,0.747,0.000685,0.355,-4.583,0.264,171.367,0.0703,The Longest Playlist on Spotify® (Official)
Somewhere in Paradise (feat. Jeremih & R. Kelly),Chance the Rapper,spotify:track:29BXCsh4lGLrndprkgYL6O,0.361,0.751,0.55,0.0,0.162,-8.588,0.454,119.665,0.671,The Longest Playlist on Spotify® (Official)
Clouds,Trip Lee,spotify:track:6JQaznMcasPvBMUOMxxfrD,0.0489,0.565,0.659,0.0,0.338,-8.401,0.0782,92.501,0.592,The Longest Playlist on Spotify® (Official)
Still Unashamed (feat. Tedashii),Trip Lee,spotify:track:3WSbTOsuBSKUeMa3Pddu7o,0.0338,0.737,0.539,0.0,0.113,-9.881,0.153,111.998,0.422,The Longest Playlist on Spotify® (Official)
"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,spotify:track:5de7ci7TFqbQ1PFgKAD7MR,0.0517,0.703,0.661,0.0,0.34,-3.885,0.0539,149.906,0.495,The Longest Playlist on Spotify® (Official)
Stop Me (Remix) (feat. JGivens),Christon Gray,spotify:track:7qEOfPQrLUL3DVpanQ5rFX,0.128,0.681,0.68,0.0,0.0658,-9.247,0.192,87.957,0.485,The Longest Playlist on Spotify® (Official)
Lights On,Trip Lee,spotify:track:0WfkSW6JHHZ7OTQRN13fXL,0.33,0.598,0.735,1.51e-06,0.126,-6.337,0.115,139.951,0.289,The Longest Playlist on Spotify® (Official)
Manolo,Trip Lee,spotify:track:34OBXUuwpqbmrGjfIZCYli,0.0304,0.878,0.636,0.0,0.192,-7.073,0.209,135.068,0.64,The Longest Playlist on Spotify® (Official)
Insomniac,Trip Lee,spotify:track:2VBo6OXRntDFDCzeXYZq7D,0.124,0.847,0.664,0.0,0.278,-6.225,0.164,139.977,0.828,The Longest Playlist on Spotify® (Official)
I Can Wait,Trip Lee,spotify:track:2phpaw75U9XFZcWvnGfW6p,0.273,0.639,0.431,0.0,0.304,-8.402,0.143,99.03,0.328,The Longest Playlist on Spotify® (Official)
I'm Good,Trip Lee,spotify:track:4fryOnX5Xz5sg1UHCwd7bF,0.137,0.657,0.87,0.0,0.102,-4.55,0.175,145.054,0.523,The Longest Playlist on Spotify® (Official)
Fantasy,Trip Lee,spotify:track:5AppbJGNc7BQn5n0hloufJ,0.33,0.388,0.628,0.0,0.0728,-8.017,0.153,85.18,0.22,The Longest Playlist on Spotify® (Official)
Roxanne,The Police,spotify:track:6eXovJdAhh26KFdpicZScW,0.0643,0.593,0.635,0.0,0.0261,-11.474,0.431,133.137,0.786,The Longest Playlist on Spotify® (Official)
